gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3,student_id
male,afam,1980 Q3,regular,regular+aide,regular,regular+aide,425,536,559,629,506,515,552,612,free,free,non-free,free,inner-city,inner-city,inner-city,suburban,bachelor,bachelor,bachelor,bachelor,apprentice,level1,level1,level1,1,27,7,25,afam,afam,afam,afam,11,11,11,11,22,22,22,21,f0ec8f
female,cauc,1980 Q2,regular,regular,regular,regular,445,540,650,633,468,535,648,624,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,master,level1,level1,level1,level1,8,8,22,15,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,c4c58a
male,cauc,1980 Q3,small,regular,regular,regular,447,558,650,633,500,562,607,667,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,master,bachelor,master,level1,level1,apprentice,probation,7,10,4,4,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61,1866ca
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,440,503,575,644,528,529,632,639,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,master,level1,probation,notladder,level1,16,3,15,21,cauc,cauc,cauc,cauc,17,17,17,17,41,41,41,41,e0dc61
female,afam,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,411,483,529,555,444,486,510,564,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,bachelor,level1,level1,notladder,level1,22,7,6,5,cauc,cauc,cauc,cauc,11,11,11,11,33,33,33,33,0841ca
male,cauc,1980 Q2,small,small,small,small,474,579,669,675,602,653,699,634,free,free,free,free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,6,12,14,10,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,649c78
female,cauc,1980 Q3,small,small,small,small,391,487,579,593,468,479,596,610,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,pending,level1,notladder,apprentice,11,4,35,2,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,49feb2
male,afam,1979 Q4,regular+aide,regular+aide,regular,small,483,482,547,562,520,481,570,582,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level2,20,3,4,15,afam,cauc,afam,afam,11,11,11,11,27,27,27,27,c5402d
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,450,512,571,624,489,567,603,631,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,16,8,34,10,cauc,cauc,cauc,cauc,29,29,29,29,62,62,62,62,b4491d
male,cauc,1980 Q3,small,small,small,small,463,590,631,647,494,562,632,639,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,notladder,9,8,16,6,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,3c8095
male,cauc,1979 Q3,regular+aide,regular,regular,regular,419,509,602,620,468,523,559,601,free,free,free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,8,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57,39579
male,cauc,1980 Q1,regular+aide,regular,small,small,507,590,684,675,576,578,659,684,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,apprentice,level1,level1,level1,5,11,14,14,cauc,cauc,cauc,cauc,27,27,27,27,60,60,60,60,b1474f
male,cauc,1980 Q1,regular,regular,regular,regular,416,477,560,614,494,510,548,614,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,apprentice,5,12,2,1,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,10fac7
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,453,651,684,654,513,592,648,629,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,16,15,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,f79d6f
male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,448,490,541,572,513,545,582,582,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,17,27,9,8,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,dda857
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,447,482,571,588,489,567,593,606,non-free,free,free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,5,8,19,16,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,8282b0
male,afam,1979 Q4,regular+aide,small,small,small,439,564,591,597,459,542,577,636,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,master,bachelor,master,level1,level1,level1,level1,12,8,18,12,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,14020d
male,cauc,1979 Q4,regular,regular,regular,regular,436,544,659,650,602,601,632,655,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,probation,2,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57,b3099a
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,527,604,709,702,506,676,699,711,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level2,20,9,11,13,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,3b647f
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,422,514,569,610,484,578,599,608,non-free,free,free,free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,notladder,level1,13,13,20,19,cauc,cauc,cauc,afam,38,38,38,38,74,74,74,74,f3eb41
male,cauc,1980 Q1,regular+aide,regular,regular,small,427,488,545,612,459,505,550,599,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level1,9,20,11,4,cauc,cauc,cauc,cauc,21,21,21,21,49,49,49,49,97952d
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,421,521,554,577,444,518,546,603,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,21,14,9,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,a9cfb3
female,afam,1980 Q3,regular,regular,regular,small,500,540,627,618,494,523,596,576,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level2,probation,apprentice,probation,10,1,2,0,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68,72c7b5
male,cauc,1979 Q4,regular,regular,regular,regular,514,629,643,616,547,572,648,642,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,bachelor,master,probation,level1,apprentice,level1,0,8,1,7,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59,215649
female,cauc,1980 Q2,regular+aide,small,small,small,437,514,586,616,449,529,536,588,free,free,free,free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,apprentice,level3,level3,13,2,14,16,cauc,cauc,cauc,afam,23,23,23,23,55,55,55,55,d5efed
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,545,651,684,686,626,612,639,642,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8,11,6,7,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,39ae4e
female,cauc,1980 Q3,regular,regular,regular,regular,453,533,549,600,506,542,577,616,free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,apprentice,apprentice,level1,probation,2,1,12,3,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,3c8ad0
male,afam,1979 Q4,small,small,small,small,414,497,544,573,454,557,526,588,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,notladder,level1,level3,2,9,8,21,cauc,afam,afam,afam,11,11,11,11,19,19,19,19,175847
female,afam,1979 Q4,regular+aide,regular,regular,regular,433,530,566,631,500,549,568,594,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,apprentice,level1,notladder,level1,1,4,4,7,afam,cauc,afam,afam,11,11,11,11,20,20,20,20,15b3b9
male,cauc,1979 Q4,small,small,small,small,437,579,599,670,454,535,570,639,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,notladder,10,4,1,24,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,003fe7
female,cauc,1980 Q2,small,small,small,small,450,629,627,675,559,562,607,651,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master,bachelor,bachelor,master,level1,level1,level1,level1,7,27,12,19,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,a19c3a
male,afam,1979 Q4,small,small,small,small,419,490,582,602,454,520,554,622,free,free,free,non-free,rural,rural,rural,rural,bachelor,master,master,master,apprentice,level1,level1,level1,1,10,18,11,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,1a38a2
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,451,590,631,650,473,553,632,659,free,free,free,free,urban,urban,urban,urban,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,11,10,17,38,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,30054c
male,afam,1980 Q3,small,small,small,small,467,505,577,614,520,535,620,636,non-free,non-free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,probation,level1,level1,3,2,8,14,afam,afam,afam,afam,11,11,11,11,28,28,28,28,0c2332
male,afam,1980 Q2,regular,regular+aide,regular+aide,regular+aide,425,495,586,633,478,468,535,612,free,free,free,free,inner-city,suburban,suburban,suburban,master,bachelor,master,master,level1,level1,level1,level3,7,19,18,19,cauc,cauc,afam,cauc,11,11,11,11,28,21,21,21,40426b
male,afam,1980 Q2,small,small,small,small,434,475,582,590,449,497,596,606,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11,12,6,14,cauc,cauc,cauc,cauc,27,27,27,27,60,60,60,60,45eb6d
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,580,604,659,675,626,578,699,678,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level3,probation,notladder,level1,15,3,15,21,cauc,cauc,cauc,cauc,17,17,17,17,41,41,41,41,9bede0
female,cauc,1980 Q2,regular,regular,regular,regular,407,468,520,600,449,518,531,579,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,probation,2,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57,f1162f
male,cauc,1980 Q2,small,small,small,small,467,590,631,620,520,545,626,651,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level2,apprentice,12,8,33,2,cauc,cauc,cauc,cauc,42,42,42,42,80,80,80,80,9b4615
male,afam,1980 Q1,regular,regular,regular,regular,480,530,584,618,494,510,550,570,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level3,level1,level1,level1,16,5,31,8,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68,48fa19
male,cauc,1980 Q1,small,small,small,small,439,468,602,636,468,477,587,601,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,apprentice,apprentice,level1,level1,2,2,15,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,ffc4a1
female,cauc,1980 Q3,regular+aide,small,small,small,433,509,573,587,459,518,574,616,free,non-free,free,free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,12,14,17,19,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8,ec0101
female,afam,1980 Q1,regular+aide,regular,regular,regular,448,564,637,661,513,567,615,629,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,notladder,level1,10,11,4,7,cauc,cauc,afam,afam,11,11,11,11,24,20,20,20,704377
male,afam,1980 Q2,small,small,small,small,418,533,602,600,468,505,579,622,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,21,4,18,afam,cauc,cauc,afam,11,11,11,11,25,25,25,25,04af52
male,afam,1981 Q4,small,small,small,small,465,441,542,578,506,500,559,606,non-free,non-free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,probation,level1,level1,3,2,8,14,afam,afam,afam,afam,11,11,11,11,28,28,28,28,22a240
female,cauc,1980 Q3,regular+aide,regular,regular,regular,421,590,599,661,473,529,579,629,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,level1,3,0,8,22,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,35439b
male,cauc,1979 Q4,small,small,small,small,453,512,637,654,506,553,587,655,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,level3,level1,8,13,15,17,cauc,cauc,cauc,cauc,21,21,21,21,49,49,49,49,24b232
female,afam,1980 Q2,regular+aide,regular,regular,small,468,492,568,612,489,532,572,626,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,master,bachelor,level1,level1,level1,level1,3,11,11,11,afam,cauc,cauc,cauc,11,11,11,11,15,15,15,15,0d8d56
female,cauc,1980 Q1,small,small,small,small,472,509,571,588,506,592,659,645,non-free,non-free,free,free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,level1,level1,apprentice,level1,13,20,23,9,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,ca8b35
male,afam,1980 Q1,small,small,small,small,468,524,622,622,500,567,620,636,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,apprentice,level1,notladder,5,2,13,31,cauc,afam,afam,cauc,11,11,11,11,29,29,29,29,464359
male,afam,1979 Q4,regular,regular+aide,regular+aide,regular+aide,478,530,622,614,484,490,570,614,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,11,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,f1a5b0
male,afam,1980 Q2,regular,regular,regular,regular,436,454,562,547,547,495,533,593,free,free,free,free,suburban,suburban,suburban,suburban,master,master,bachelor,master,level1,level1,level1,notladder,24,7,3,14,cauc,afam,afam,afam,18,18,18,18,44,44,44,44,b8cc91
male,cauc,1979 Q4,small,small,small,small,532,571,631,602,520,542,570,631,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,8,7,15,13,cauc,cauc,cauc,cauc,4,4,4,4,5,5,5,5,488151
male,cauc,1980 Q2,regular+aide,small,small,small,447,548,559,624,463,510,536,582,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11,27,22,8,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,46dc27
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,445,629,618,665,444,526,577,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,specialist,bachelor,bachelor,level1,level1,level1,level1,13,18,33,7,cauc,cauc,cauc,cauc,39,39,39,39,75,75,75,75,1c5dc5
male,cauc,1979 Q3,small,regular,regular,regular,437,514,608,626,513,612,674,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,12,9,19,11,cauc,cauc,cauc,cauc,38,38,38,38,74,74,74,74,af4dbe
male,cauc,1980 Q2,regular,small,small,small,413,487,547,593,459,549,620,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level1,8,0,14,18,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,b8b028
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,580,651,732,670,528,601,639,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,19,1,8,19,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73,4fab1a
male,cauc,1980 Q3,regular,regular,regular,regular,431,527,569,587,444,526,548,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,17,6,12,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,29512f
male,cauc,1980 Q1,small,small,small,small,453,579,627,665,520,578,626,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,level3,level1,8,13,15,17,cauc,cauc,cauc,cauc,21,21,21,21,49,49,49,49,ccb2e9
female,cauc,1980 Q3,regular+aide,regular,regular,regular,436,629,622,675,434,592,674,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,probation,apprentice,level1,3,0,1,5,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,a58a60
female,afam,1979 Q4,regular+aide,regular,regular+aide,regular+aide,451,495,502,572,513,529,509,599,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,11,37,0,30,cauc,afam,cauc,afam,11,11,11,11,31,31,31,19,81afa5
male,cauc,1980 Q3,small,small,small,small,468,558,650,647,494,523,599,604,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,level1,level1,apprentice,level1,14,18,23,9,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,a95515
male,afam,1980 Q2,regular+aide,regular,regular,regular,407,521,532,616,449,557,579,622,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,11,0,1,3,cauc,afam,cauc,cauc,18,18,18,18,45,45,45,45,2611ff
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,492,544,637,665,500,612,699,684,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level2,level1,notladder,level1,11,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11,b0bdaa
female,afam,1980 Q1,small,small,small,small,465,604,650,686,602,627,639,659,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,level1,notladder,notladder,notladder,13,18,19,30,afam,cauc,cauc,afam,11,11,11,11,14,14,14,14,463a20
female,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,439,480,577,604,500,470,512,588,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,10,35,32,18,afam,afam,afam,afam,11,11,11,11,30,30,30,30,c60d2f
female,cauc,1980 Q2,small,small,small,small,447,527,579,665,559,572,593,655,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,9,5,0,15,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,08c2e3
female,afam,1980 Q2,regular,regular+aide,regular,regular+aide,465,477,562,592,489,512,615,626,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,12,3,4,4,afam,cauc,afam,cauc,11,11,11,11,27,27,27,27,1b4103
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,458,579,588,636,547,532,568,612,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,probation,level1,level1,level1,0,16,8,5,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,45b8cb
female,afam,1980 Q3,small,small,small,regular,463,590,586,629,576,549,556,642,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,notladder,level1,level3,6,9,31,16,afam,afam,afam,cauc,11,11,11,11,19,19,19,19,16bc64
